gene,total_wt1_IFNb,total_wt1,total_wt2_IFNb,total_wt2,total_wt3_IFNb,total_wt3,total_wt4_IFNb,total_wt4
ENSMUSG00000065248,0,0,0,0,0,0,0,0
ENSMUSG00000106245,0,0,0,0,0,0,0,0
ENSMUSG00000105527,0,0,0,0,0,0,0,0
ENSMUSG00000106029,0,0,0,0,0,0,0,0
ENSMUSG00000074236,2,3,3,0,5,0,2,1
ENSMUSG00000099640,0,0,0,0,0,0,0,0
ENSMUSG00000028023,0,0,0,1,0,0,0,0
ENSMUSG00000098515,0,0,0,0,0,0,0,0
ENSMUSG00000106078,0,0,0,0,0,0,0,0
ENSMUSG00000028024,15,12,16,7,11,1,5,5
ENSMUSG00000106417,0,0,0,0,0,0,0,0
ENSMUSG00000105166,0,0,0,0,0,0,0,0
ENSMUSG00000105278,0,0,0,0,0,0,0,0
ENSMUSG00000105712,0,0,0,0,0,0,0,0
ENSMUSG00000106258,0,1,1,0,1,1,0,0
ENSMUSG00000105837,8,5,6,4,1,0,1,1
ENSMUSG00000041220,864,1049,924,871,1131,245,444,1035
ENSMUSG00000106092,7,10,9,9,11,5,11,20
ENSMUSG00000028017,7,19,11,23,28,6,10,11
ENSMUSG00000092701,0,0,0,0,0,0,0,0
ENSMUSG00000106120,0,0,0,0,0,0,0,0
ENSMUSG00000105596,0,0,0,0,0,0,0,0
ENSMUSG00000105960,0,0,0,0,0,0,0,0
ENSMUSG00000093865,0,1,0,1,0,0,0,0
ENSMUSG00000028012,0,1,5,0,1,2,0,0
ENSMUSG00000028010,328,544,320,223,248,111,211,366
ENSMUSG00000058952,1,0,1,2,0,0,3,3
ENSMUSG00000027999,583,508,498,320,546,132,316,387
ENSMUSG00000027997,110,90,67,51,147,20,53,53
ENSMUSG00000027994,29,8,32,17,22,2,17,2
ENSMUSG00000001052,849,894,836,1605,895,257,457,851
ENSMUSG00000063328,0,0,0,0,0,0,0,0
ENSMUSG00000106072,0,0,0,0,0,0,0,0
ENSMUSG00000058897,3,11,0,3,5,0,0,4
ENSMUSG00000106276,0,0,0,0,0,0,0,0
ENSMUSG00000065788,1,0,0,1,1,1,0,1
ENSMUSG00000105011,0,0,0,0,0,0,0,0
ENSMUSG00000105760,0,0,0,0,0,0,0,0
ENSMUSG00000105520,0,0,0,0,0,0,0,0
ENSMUSG00000019232,0,0,0,0,0,0,0,0
ENSMUSG00000041084,829,804,873,333,1508,197,650,734
ENSMUSG00000105466,2,3,3,1,7,1,0,5
ENSMUSG00000062006,1710,1634,1916,546,3002,478,973,1624
ENSMUSG00000105789,2,8,5,13,5,0,9,3
ENSMUSG00000106260,1,2,1,0,2,0,1,1
ENSMUSG00000105716,0,0,0,0,0,0,0,0
ENSMUSG00000106095,0,0,0,0,0,0,0,0
ENSMUSG00000104984,0,0,2,0,0,0,0,0
ENSMUSG00000104557,0,0,0,0,0,0,0,0
ENSMUSG00000088522,0,0,0,0,0,0,0,0
ENSMUSG00000105769,0,0,0,0,0,0,0,0
ENSMUSG00000105628,0,0,0,0,0,0,0,0
ENSMUSG00000104579,0,0,0,0,0,0,0,0
ENSMUSG00000106249,0,0,0,0,0,1,0,0
ENSMUSG00000105558,9,3,3,0,6,1,1,2
ENSMUSG00000104859,0,0,0,0,0,0,0,0
ENSMUSG00000106086,0,0,1,1,0,1,0,1
ENSMUSG00000027985,6,7,10,8,4,8,7,10
ENSMUSG00000104612,0,0,0,0,0,0,0,1
ENSMUSG00000027984,1147,1293,1005,601,1981,260,652,1004
ENSMUSG00000106268,0,0,0,0,0,0,0,0
ENSMUSG00000027983,553,623,491,374,493,164,297,466
ENSMUSG00000097761,0,0,2,0,0,0,1,0
ENSMUSG00000050931,10,26,21,12,29,7,16,31
ENSMUSG00000104754,0,0,0,0,0,0,0,0
ENSMUSG00000028032,1862,2521,1379,1426,1936,483,833,1586
ENSMUSG00000105973,1,0,2,5,1,0,1,6
ENSMUSG00000105331,0,0,0,0,0,0,0,0
ENSMUSG00000104853,0,0,0,0,0,0,0,0
ENSMUSG00000087877,0,0,0,0,0,0,0,0
ENSMUSG00000064992,0,1,0,0,3,0,2,2
ENSMUSG00000028031,0,1,0,0,0,0,0,0
ENSMUSG00000106280,0,0,0,0,0,0,0,0
ENSMUSG00000089510,0,0,0,0,0,0,0,0
ENSMUSG00000091721,0,0,0,0,0,0,0,0
ENSMUSG00000106313,0,0,0,0,0,0,0,0
ENSMUSG00000028029,503,394,390,284,472,66,235,251
ENSMUSG00000028030,344,362,382,222,453,60,225,291
ENSMUSG00000105719,1,4,2,0,2,0,0,0
ENSMUSG00000087776,0,0,0,0,1,0,0,0
ENSMUSG00000105691,0,1,0,0,0,0,0,1
ENSMUSG00000106230,0,0,1,0,0,0,0,0
ENSMUSG00000106499,2,0,2,2,1,0,0,0
ENSMUSG00000040998,146,188,98,114,167,29,72,160
ENSMUSG00000089431,0,0,0,0,0,0,0,0
ENSMUSG00000028018,119,247,106,170,175,33,80,187
ENSMUSG00000104787,0,1,0,0,0,0,0,0
ENSMUSG00000105259,4,5,0,2,2,0,2,2
ENSMUSG00000105217,0,1,0,3,1,1,0,2
ENSMUSG00000028016,78,74,82,48,88,22,56,69
ENSMUSG00000040969,0,0,1,0,2,0,0,2
ENSMUSG00000105957,28,28,34,40,30,8,13,25
ENSMUSG00000028013,436,425,322,329,448,85,213,301
ENSMUSG00000080506,0,0,0,0,0,0,0,0
ENSMUSG00000040943,486,290,553,317,651,85,309,337
ENSMUSG00000105085,0,0,0,0,0,1,0,0
ENSMUSG00000105595,0,0,1,0,1,0,0,0
ENSMUSG00000077336,0,0,0,0,0,0,0,0
ENSMUSG00000102530,0,0,0,0,0,0,0,0
ENSMUSG00000105952,0,0,0,0,0,0,0,0
ENSMUSG00000106069,0,0,0,0,0,0,0,0
ENSMUSG00000104645,0,0,0,0,0,0,0,0
ENSMUSG00000097911,0,0,0,0,0,0,0,0
ENSMUSG00000106130,0,0,0,0,0,0,0,0
ENSMUSG00000104556,1,0,0,0,0,0,0,0
ENSMUSG00000105523,1,0,0,0,0,0,0,0
ENSMUSG00000106139,0,0,0,0,0,0,0,2
ENSMUSG00000044365,27,35,27,32,40,8,15,34
ENSMUSG00000084564,0,0,0,0,0,0,0,0
ENSMUSG00000104779,0,0,0,0,0,0,0,0
ENSMUSG00000106628,0,0,0,0,0,0,0,0
ENSMUSG00000104530,0,0,0,0,0,0,0,0
ENSMUSG00000105765,0,0,0,0,0,0,0,0
ENSMUSG00000097031,0,0,0,0,1,0,0,0
ENSMUSG00000028172,1,0,0,0,0,0,2,0
ENSMUSG00000105559,0,0,0,0,0,0,0,0
ENSMUSG00000106569,0,0,0,0,0,0,0,0
ENSMUSG00000104539,0,0,0,0,0,0,0,0
ENSMUSG00000105538,0,0,0,0,0,0,0,0
ENSMUSG00000076366,0,0,0,0,0,1,0,0
ENSMUSG00000105266,0,0,0,0,0,0,0,0
ENSMUSG00000106079,0,0,0,0,0,0,0,0
ENSMUSG00000045328,383,515,345,593,268,118,152,454
ENSMUSG00000028167,27,28,20,10,55,5,19,14
ENSMUSG00000037994,0,0,0,0,0,0,0,0
ENSMUSG00000050150,0,0,0,0,1,0,0,1
ENSMUSG00000028165,322,348,344,265,420,85,192,336
ENSMUSG00000105981,2,2,4,15,6,3,4,6
ENSMUSG00000105449,7,17,12,7,20,2,10,21
ENSMUSG00000097032,4,8,17,1,9,3,0,9
ENSMUSG00000078578,1228,1189,1276,822,1702,224,690,893
ENSMUSG00000105404,0,0,1,0,1,0,0,1
ENSMUSG00000028164,332,295,271,111,456,48,206,207
ENSMUSG00000083045,0,0,0,0,0,0,0,0
ENSMUSG00000083610,4,0,12,7,4,1,3,1
ENSMUSG00000028163,1084,1017,1093,1115,1200,239,520,920
ENSMUSG00000106149,3,2,4,9,6,5,1,12
ENSMUSG00000053897,0,0,0,0,0,1,0,0
ENSMUSG00000106306,0,0,0,0,0,0,0,0
ENSMUSG00000106290,0,0,0,0,0,0,0,0
ENSMUSG00000105681,0,0,0,0,0,0,0,0
ENSMUSG00000106141,0,0,0,0,0,0,0,0
ENSMUSG00000104710,0,1,0,0,0,0,0,0
ENSMUSG00000105937,0,0,0,0,0,0,0,0
ENSMUSG00000105244,0,0,0,0,0,0,0,0
ENSMUSG00000037922,0,0,2,0,0,0,0,0
ENSMUSG00000105869,0,0,0,0,0,0,0,0
ENSMUSG00000106363,0,0,0,0,0,0,0,0
ENSMUSG00000099508,1,1,0,0,0,0,0,0
ENSMUSG00000028161,1227,1504,1394,1346,1563,341,906,1399
ENSMUSG00000106596,5,4,7,7,10,8,7,7
ENSMUSG00000105545,2,3,1,1,5,2,2,0
ENSMUSG00000106439,1,2,0,1,0,0,1,0
ENSMUSG00000106398,0,0,0,0,0,0,0,0
ENSMUSG00000105327,2,0,0,0,0,0,0,0
ENSMUSG00000104617,0,0,0,0,0,0,0,0
ENSMUSG00000065906,1,1,0,0,3,0,1,0
ENSMUSG00000104610,0,1,0,0,0,0,0,0
ENSMUSG00000054690,11,13,3,8,16,1,6,3
ENSMUSG00000055138,0,0,0,0,0,0,0,0
ENSMUSG00000080330,0,0,0,0,0,0,0,0
ENSMUSG00000046818,3158,2265,3053,1363,3394,485,2103,1996
ENSMUSG00000105325,1,0,0,0,0,0,0,0
ENSMUSG00000094856,0,0,0,0,0,0,0,0
ENSMUSG00000106122,0,0,0,0,0,0,0,0
ENSMUSG00000064460,0,0,0,0,0,0,0,0
ENSMUSG00000099011,0,0,0,0,0,0,0,0
ENSMUSG00000105427,0,0,1,0,0,0,0,0
ENSMUSG00000105676,6,7,7,8,3,4,5,6
ENSMUSG00000037894,123,158,95,129,153,34,67,129
ENSMUSG00000074212,322,290,330,277,404,86,194,340
ENSMUSG00000106629,2,1,2,6,0,0,0,0
ENSMUSG00000105748,0,4,3,5,2,1,1,9
ENSMUSG00000081829,0,0,0,0,1,0,0,0
ENSMUSG00000088932,0,0,0,0,0,0,0,0
ENSMUSG00000104675,8,9,9,11,14,5,6,10
ENSMUSG00000091512,225,185,164,100,236,36,103,146
ENSMUSG00000028159,63,2,62,1,65,0,40,2
ENSMUSG00000105296,0,0,0,0,1,0,0,1
ENSMUSG00000049349,0,0,1,0,0,0,0,0
ENSMUSG00000090066,2,1,5,2,3,1,7,12
ENSMUSG00000028158,109,95,114,67,179,20,83,98
ENSMUSG00000104776,0,0,0,0,0,0,0,0
ENSMUSG00000004127,27,36,42,35,63,5,29,40
ENSMUSG00000012042,0,0,0,0,0,0,0,0
ENSMUSG00000099146,0,0,1,0,0,0,0,0
ENSMUSG00000055301,0,0,0,0,0,0,0,0
ENSMUSG00000074207,0,0,0,0,0,0,0,0
ENSMUSG00000089635,0,0,0,0,0,0,0,0
ENSMUSG00000053054,0,0,0,0,0,0,0,0
ENSMUSG00000074206,0,0,0,0,0,0,0,0
ENSMUSG00000087752,0,0,0,0,0,0,0,0
ENSMUSG00000090306,0,0,0,0,0,0,0,0
ENSMUSG00000037797,0,0,0,0,0,0,0,0
ENSMUSG00000028138,1074,1035,850,513,1477,202,606,787
ENSMUSG00000005813,367,335,302,186,581,71,173,273
ENSMUSG00000105751,0,0,0,0,0,0,0,0
ENSMUSG00000106462,0,0,0,0,0,0,0,0
ENSMUSG00000028156,627,613,549,362,751,105,302,427
ENSMUSG00000088373,0,2,0,0,0,0,0,2
ENSMUSG00000106353,2,0,0,0,1,0,0,0
ENSMUSG00000104680,0,0,0,0,0,0,0,0
ENSMUSG00000105396,0,0,0,0,0,0,0,0
ENSMUSG00000105126,0,0,0,0,0,0,0,0
ENSMUSG00000105838,0,0,1,1,0,0,0,0
ENSMUSG00000028152,7940,8588,9091,2755,8831,2048,5167,6074
ENSMUSG00000086123,2,3,2,3,4,0,0,4
ENSMUSG00000028149,1139,1156,1025,850,1120,243,506,959
ENSMUSG00000104724,1,4,2,1,6,0,0,2
ENSMUSG00000090801,0,1,0,0,0,0,0,0
ENSMUSG00000047940,2,5,6,9,3,0,5,2
ENSMUSG00000104992,0,0,0,0,0,0,0,0
ENSMUSG00000065675,0,0,0,0,0,0,0,0
ENSMUSG00000106574,1,1,4,0,2,1,2,0
ENSMUSG00000106505,0,0,0,0,0,0,0,0
ENSMUSG00000105880,0,0,0,0,0,0,0,0
ENSMUSG00000099169,0,0,0,0,0,0,0,0
ENSMUSG00000105180,0,0,0,0,1,0,0,0
ENSMUSG00000106207,0,0,0,0,0,0,0,0
ENSMUSG00000104596,0,0,0,0,0,0,0,0
ENSMUSG00000106159,1,0,0,0,0,0,0,0
ENSMUSG00000105777,0,0,0,0,0,0,0,0
ENSMUSG00000095465,0,0,0,0,0,0,0,0
ENSMUSG00000104790,0,0,0,0,0,0,0,0
ENSMUSG00000104544,0,0,0,0,0,0,0,0
ENSMUSG00000118659,0,0,0,0,0,0,0,0
ENSMUSG00000106540,0,0,0,0,0,0,0,0
ENSMUSG00000047674,0,0,0,0,0,0,0,0
ENSMUSG00000089737,0,1,0,0,2,0,2,0
ENSMUSG00000059921,10,7,9,12,18,3,8,15
ENSMUSG00000089924,0,0,0,0,0,0,0,0
ENSMUSG00000106071,0,0,0,0,3,0,0,0
ENSMUSG00000052430,311,254,276,199,405,42,150,191
ENSMUSG00000105015,1,0,0,0,0,0,0,1
ENSMUSG00000028273,1461,1233,1573,861,2158,249,873,1038
ENSMUSG00000105504,89,29,106,11,173,5,68,24
ENSMUSG00000040253,1341,87,1338,67,2302,18,891,120
ENSMUSG00000105338,0,0,0,0,0,0,0,0
ENSMUSG00000028268,5945,195,5607,152,9193,52,3852,233
ENSMUSG00000040264,1,0,1,0,1,0,1,0
ENSMUSG00000028270,8881,22,6674,14,12289,3,5094,18
ENSMUSG00000098871,0,0,0,0,0,0,0,0
ENSMUSG00000105317,0,0,0,0,0,0,0,0
ENSMUSG00000105170,0,0,0,0,0,0,0,0
ENSMUSG00000040213,103,36,64,12,155,12,69,27
ENSMUSG00000086561,0,0,0,0,0,0,0,0
ENSMUSG00000028271,247,168,191,138,259,26,143,130
ENSMUSG00000065130,0,0,0,1,1,0,0,0
ENSMUSG00000004591,720,590,694,545,827,106,339,549
ENSMUSG00000087795,0,0,2,2,0,1,0,1
ENSMUSG00000106550,0,1,0,2,1,0,0,0
ENSMUSG00000097858,6,5,3,4,11,1,2,5
ENSMUSG00000105671,0,0,0,0,0,0,0,0
ENSMUSG00000078162,1,0,0,0,0,0,0,0
ENSMUSG00000105652,0,0,0,0,0,0,0,0
ENSMUSG00000106052,0,0,0,0,0,0,1,0
ENSMUSG00000105923,0,0,0,0,0,0,0,0
ENSMUSG00000106162,0,1,0,0,0,0,0,0
ENSMUSG00000105917,0,1,3,0,0,0,0,0
ENSMUSG00000106210,0,0,0,0,0,0,0,0
ENSMUSG00000105000,0,0,0,0,0,0,0,0
ENSMUSG00000104939,0,0,0,0,0,0,0,0
ENSMUSG00000105511,0,0,0,0,0,0,0,0
ENSMUSG00000103816,0,0,0,0,0,0,0,0
ENSMUSG00000106109,0,0,0,0,0,0,0,0
ENSMUSG00000105279,0,0,0,0,0,0,0,0
ENSMUSG00000088851,0,0,0,0,0,0,0,0
ENSMUSG00000105324,0,0,0,0,0,0,0,0
ENSMUSG00000106524,0,0,0,0,0,0,0,0
ENSMUSG00000105492,0,0,0,0,0,0,0,0
ENSMUSG00000105811,0,0,0,0,0,0,0,0
ENSMUSG00000104865,0,0,0,0,0,0,0,0
ENSMUSG00000106367,0,0,0,0,0,0,0,0
ENSMUSG00000028266,2923,2779,2933,1736,2966,538,1926,1938
ENSMUSG00000104969,9,20,30,21,22,7,26,40
ENSMUSG00000105197,0,0,0,0,0,0,0,0
ENSMUSG00000106266,0,0,0,0,0,0,0,0
ENSMUSG00000106416,1,4,0,2,1,2,1,2
ENSMUSG00000040151,1645,1704,1435,1138,2057,346,1091,1741
ENSMUSG00000104903,6,3,5,3,3,1,3,14
ENSMUSG00000106057,0,5,1,0,2,0,1,2
ENSMUSG00000037072,1912,1506,1665,1164,2541,257,1008,1241
ENSMUSG00000064960,0,0,1,4,0,0,0,0
ENSMUSG00000105045,0,1,1,3,3,2,0,0
ENSMUSG00000037062,1852,1423,2252,1385,2183,304,1079,1301
ENSMUSG00000106089,0,1,1,0,0,0,0,0
ENSMUSG00000056025,0,0,1,0,0,0,1,1
ENSMUSG00000106424,0,0,0,0,0,0,0,0
ENSMUSG00000104841,0,0,0,0,0,0,0,0
ENSMUSG00000028262,0,0,0,0,0,0,0,0
ENSMUSG00000105900,0,0,0,0,0,0,0,0
ENSMUSG00000037033,0,0,0,0,0,0,0,0
ENSMUSG00000089950,0,0,0,0,0,0,0,0
ENSMUSG00000074196,0,0,0,0,0,0,0,0
ENSMUSG00000074195,0,0,0,0,0,0,0,0
ENSMUSG00000085773,0,0,0,0,0,0,0,0
ENSMUSG00000068547,0,0,0,0,0,0,0,0
ENSMUSG00000106361,0,0,0,0,0,0,0,0
ENSMUSG00000028255,0,0,1,0,0,0,0,0
ENSMUSG00000036960,3,0,1,0,5,0,1,0
ENSMUSG00000028256,95,100,90,93,108,29,60,79
ENSMUSG00000028197,2,0,0,0,0,0,0,0
ENSMUSG00000105619,0,0,0,0,0,0,0,0
ENSMUSG00000105959,0,0,0,0,0,0,0,0
ENSMUSG00000074182,74,79,43,64,83,13,26,49
ENSMUSG00000028195,66,141,65,102,74,33,35,122
ENSMUSG00000097183,0,1,0,1,2,0,0,2
ENSMUSG00000105608,0,0,0,0,0,0,0,0
ENSMUSG00000028194,6720,6429,6404,4146,5961,1505,3748,4479
ENSMUSG00000105388,6,2,2,1,1,1,2,0
ENSMUSG00000028191,493,540,568,258,632,96,293,394
ENSMUSG00000036873,229,213,226,181,276,59,137,195
ENSMUSG00000036863,116,150,133,201,98,40,75,114
ENSMUSG00000105146,0,0,0,0,0,0,0,0
ENSMUSG00000043020,1,2,3,0,0,0,0,0
ENSMUSG00000065937,0,0,0,0,0,0,0,0
ENSMUSG00000036853,1,1,1,0,0,0,0,0
ENSMUSG00000011008,0,0,0,0,0,0,0,0
ENSMUSG00000036832,1,2,2,2,2,1,2,5
ENSMUSG00000105209,0,0,0,0,0,0,0,0
ENSMUSG00000105602,0,0,0,0,0,1,0,0
ENSMUSG00000088218,0,0,0,0,0,0,0,0
ENSMUSG00000077892,0,0,0,0,0,0,0,0
ENSMUSG00000036825,359,349,318,361,414,92,186,343
ENSMUSG00000028189,43,37,44,26,52,3,14,32
ENSMUSG00000028188,10,13,9,19,16,3,7,3
ENSMUSG00000068523,543,598,614,324,613,167,367,443
ENSMUSG00000028187,154,128,145,106,229,24,77,110
ENSMUSG00000105407,0,0,0,0,0,0,0,0
ENSMUSG00000028186,0,2,3,1,6,0,0,0
ENSMUSG00000028185,0,0,0,0,0,0,0,0
ENSMUSG00000085810,2,3,6,0,6,0,5,4
ENSMUSG00000090202,0,0,0,0,0,0,0,0
ENSMUSG00000048652,3,2,8,4,4,0,2,2
ENSMUSG00000105529,0,0,0,0,1,0,0,0
ENSMUSG00000005034,1210,1228,1360,869,1670,263,811,1129
ENSMUSG00000104946,1,0,0,0,0,0,3,1
ENSMUSG00000070343,3,2,3,0,3,0,1,0
ENSMUSG00000036745,204,140,214,112,317,31,141,126
ENSMUSG00000103334,0,0,0,0,0,0,0,0
ENSMUSG00000103099,0,0,0,0,0,0,0,0
ENSMUSG00000106023,0,0,0,0,0,0,0,0
ENSMUSG00000103302,0,0,0,0,0,0,0,0
ENSMUSG00000102569,0,0,0,0,0,0,0,0
ENSMUSG00000103349,0,0,0,0,0,0,0,0
ENSMUSG00000106285,0,0,0,0,0,0,0,0
ENSMUSG00000077441,0,0,0,0,0,0,0,0
ENSMUSG00000105718,0,0,0,0,0,0,0,0
ENSMUSG00000103566,0,0,0,0,0,0,0,0
ENSMUSG00000105934,0,0,0,0,0,0,0,0
ENSMUSG00000028184,1723,1816,1857,2870,1967,455,1034,2115
ENSMUSG00000104786,27,18,12,4,12,3,2,13
ENSMUSG00000105876,3,2,1,0,3,0,2,0
ENSMUSG00000065270,6,2,1,4,2,0,2,0
ENSMUSG00000105357,0,0,0,1,0,0,0,0
ENSMUSG00000070342,1,0,2,2,3,1,1,2
ENSMUSG00000106515,5,0,0,0,0,0,1,0
ENSMUSG00000105797,0,0,0,0,0,0,1,0
ENSMUSG00000089269,0,0,0,0,0,0,0,0
ENSMUSG00000104785,0,0,0,0,0,0,0,0
ENSMUSG00000047676,18,11,9,4,14,4,4,5
ENSMUSG00000105779,0,0,0,0,0,0,0,0
ENSMUSG00000105190,2,0,0,0,1,0,0,0
ENSMUSG00000092830,0,0,0,0,0,0,0,0
ENSMUSG00000105125,0,0,0,0,0,0,0,0
ENSMUSG00000105425,0,0,0,0,0,0,0,0
ENSMUSG00000104816,0,0,0,0,0,0,0,0
ENSMUSG00000106157,3,0,5,2,4,1,4,1
ENSMUSG00000105401,0,0,0,0,0,0,0,0
ENSMUSG00000039167,0,1,0,5,1,0,0,0
ENSMUSG00000065138,1,9,4,1,10,2,2,5
ENSMUSG00000028037,1792,0,2035,1,3193,0,1048,0
ENSMUSG00000039146,1,0,3,0,12,0,3,0
ENSMUSG00000028036,5,5,6,0,15,0,1,3
ENSMUSG00000105403,2,5,0,2,0,0,1,0
ENSMUSG00000104909,0,0,0,0,0,0,0,0
ENSMUSG00000087997,0,0,0,0,0,0,0,0
ENSMUSG00000104770,0,0,0,0,0,0,0,0
ENSMUSG00000104725,0,0,0,0,0,0,0,0
ENSMUSG00000104659,0,0,0,0,0,0,0,0
ENSMUSG00000105035,1,0,0,0,0,0,0,0
ENSMUSG00000039131,1,0,0,0,0,0,0,0
ENSMUSG00000105698,0,0,0,0,0,0,0,1
ENSMUSG00000084343,0,1,0,0,1,0,0,0
ENSMUSG00000097293,1,0,1,0,0,0,0,0
ENSMUSG00000028035,177,118,166,148,251,32,101,122
ENSMUSG00000028034,953,1369,878,851,1225,238,566,986
ENSMUSG00000039103,7,10,4,5,5,2,2,8
ENSMUSG00000104621,1,0,1,1,2,0,0,0
ENSMUSG00000054942,161,145,123,90,200,36,86,168
ENSMUSG00000025437,203,196,174,151,254,27,135,169
ENSMUSG00000104822,2,0,3,2,1,1,0,0
ENSMUSG00000105710,3,8,3,5,7,3,1,8
ENSMUSG00000104546,3,4,8,8,8,2,3,9
ENSMUSG00000104548,3,6,4,6,3,2,1,7
ENSMUSG00000039068,440,486,413,432,596,89,249,507
ENSMUSG00000039058,51,120,36,117,36,20,14,62
ENSMUSG00000097745,0,0,0,0,1,0,0,0
ENSMUSG00000039047,261,263,236,168,306,60,131,239
ENSMUSG00000090095,1,3,0,0,0,1,0,1
ENSMUSG00000039037,60,75,57,60,67,18,30,66
ENSMUSG00000090040,0,0,0,0,0,0,0,0
ENSMUSG00000090017,0,0,0,0,0,0,1,1
ENSMUSG00000090163,0,0,0,0,0,0,0,0
ENSMUSG00000105894,0,0,0,0,0,0,0,0
ENSMUSG00000105337,0,0,0,0,0,0,0,0
ENSMUSG00000052544,48,47,35,30,68,14,29,45
ENSMUSG00000105023,0,0,0,0,0,0,0,0
ENSMUSG00000106024,0,0,1,1,1,0,2,1
ENSMUSG00000099114,0,0,0,0,0,0,0,0
ENSMUSG00000104908,0,0,0,0,1,0,0,0
ENSMUSG00000104964,0,0,0,0,0,0,0,0
ENSMUSG00000089376,0,0,0,0,0,0,0,3
ENSMUSG00000089237,0,0,0,0,2,0,1,0
ENSMUSG00000106011,0,0,0,0,0,0,0,0
ENSMUSG00000058508,0,0,1,0,0,0,0,0
ENSMUSG00000062046,0,0,0,0,0,0,0,0
ENSMUSG00000077174,0,0,0,0,0,0,0,0
ENSMUSG00000086438,0,0,0,0,0,0,1,1
ENSMUSG00000038997,0,0,2,1,0,0,0,2
ENSMUSG00000005493,2,3,1,3,2,0,1,5
ENSMUSG00000088764,0,0,0,0,0,0,0,0
ENSMUSG00000038975,594,613,594,409,827,137,315,521
ENSMUSG00000064731,0,0,0,0,0,0,0,0
ENSMUSG00000065738,11,10,8,5,13,3,10,25
ENSMUSG00000065463,0,0,0,0,0,0,0,0
ENSMUSG00000105820,0,0,2,3,3,2,1,3
ENSMUSG00000062908,393,361,260,183,571,67,244,286
ENSMUSG00000028360,27,59,15,38,27,21,8,47
ENSMUSG00000090114,0,0,0,0,0,0,0,0
ENSMUSG00000104622,0,0,0,0,0,0,0,0
ENSMUSG00000106500,0,0,0,0,0,0,0,1
ENSMUSG00000096225,0,0,0,0,0,0,0,0
ENSMUSG00000093738,0,0,0,0,0,0,0,0
ENSMUSG00000047583,86,75,61,55,87,16,43,73
ENSMUSG00000028199,361,310,320,89,723,92,191,260
ENSMUSG00000103204,2,0,1,0,0,0,0,0
ENSMUSG00000078161,200,82,200,133,144,14,62,65
ENSMUSG00000092522,1,0,0,1,2,0,0,0
ENSMUSG00000040086,0,0,3,0,0,0,0,0
ENSMUSG00000118443,0,0,0,0,0,0,0,0
ENSMUSG00000102238,0,0,1,0,0,0,0,0
ENSMUSG00000053870,101,90,94,58,176,20,60,61
ENSMUSG00000064765,0,0,0,0,0,0,0,0
ENSMUSG00000028182,3,3,9,1,7,0,1,0
ENSMUSG00000104122,0,0,0,1,2,0,1,0
ENSMUSG00000103511,0,0,0,0,0,0,0,0
ENSMUSG00000103295,0,0,0,0,0,0,0,0
ENSMUSG00000103981,0,0,0,0,0,0,0,0
ENSMUSG00000104329,0,0,0,0,0,0,0,0
ENSMUSG00000065807,0,0,0,0,0,0,0,0
ENSMUSG00000102443,0,0,0,0,0,0,0,0
ENSMUSG00000104377,0,0,0,0,0,0,0,0
ENSMUSG00000104553,0,0,0,0,0,0,0,0
ENSMUSG00000104826,0,0,0,0,0,0,0,0
ENSMUSG00000105949,0,0,0,0,0,0,0,0
ENSMUSG00000104573,0,0,0,0,0,0,0,0
ENSMUSG00000085084,27,23,29,9,43,6,22,13
ENSMUSG00000040037,129,70,120,64,178,18,87,56
ENSMUSG00000104696,0,0,1,2,2,3,0,0
ENSMUSG00000106047,0,0,0,0,1,0,0,1
ENSMUSG00000106385,1,3,1,0,1,2,2,0
ENSMUSG00000105290,0,0,0,0,0,0,0,3
ENSMUSG00000083122,0,0,0,0,0,0,0,1
ENSMUSG00000086708,1,0,0,0,0,0,0,0
ENSMUSG00000106018,0,0,0,0,0,0,0,0
ENSMUSG00000105803,0,0,0,0,0,0,0,0
ENSMUSG00000102322,0,0,0,0,0,0,0,1
ENSMUSG00000077581,0,0,0,1,0,0,0,1
ENSMUSG00000094982,0,0,1,0,0,0,0,0
ENSMUSG00000064510,0,0,0,0,0,0,0,0
ENSMUSG00000096848,0,0,0,0,0,0,0,0
ENSMUSG00000104555,0,0,0,0,0,0,0,0
ENSMUSG00000105834,2,3,0,0,2,1,2,2
ENSMUSG00000028180,413,375,333,227,676,66,254,361
ENSMUSG00000065431,0,1,1,0,2,0,0,3
ENSMUSG00000040016,1,2,1,0,0,0,0,0
ENSMUSG00000106632,0,0,0,0,0,0,0,0
ENSMUSG00000106419,0,0,0,0,1,0,0,0
ENSMUSG00000104862,0,5,1,0,1,0,0,0
ENSMUSG00000028179,37,31,41,22,62,2,24,22
ENSMUSG00000104528,0,1,2,0,1,0,0,0
ENSMUSG00000028177,0,0,0,0,1,0,0,0
ENSMUSG00000039988,543,465,545,479,745,102,341,466
ENSMUSG00000105643,2,11,2,8,8,1,4,9
ENSMUSG00000055436,678,818,607,514,984,140,397,635
ENSMUSG00000105201,5,9,5,3,5,1,10,12
ENSMUSG00000063052,123,151,97,131,232,38,89,113
ENSMUSG00000104597,80,76,102,191,141,33,55,146
ENSMUSG00000028176,334,340,385,463,388,88,221,410
ENSMUSG00000106043,1,0,2,0,0,0,3,1
ENSMUSG00000104647,1,8,4,3,5,2,0,4
